full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Luis Ricardo Reyes Moreno,31,670636800,1991/04/03,Liga MX,2021/2022,Midfielder,Atlas,3482,1652,1830,Mexico,42,20,22,3,1,2,4,0,4,0,0,16,7,9,29,13,16,9,1,0.18,0.1,0.08,0.05,0.1,1161,0.75,120,83,387,871,0.23,182,121,-1,5
Luis Ronaldo Nájera Reyna,19,1046044800,2003/02/24,Liga MX,2021/2022,Forward,Tigres UANL,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Manlio Ulises Rivera De La Rosa,22,952646400,2000/03/10,Liga MX,2021/2022,Defender,Puebla,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Manuel Alejandro Mayorga Almaráz,24,864864000,1997/05/29,Liga MX,2021/2022,Defender,Cruz Azul,1626,668,958,Mexico,28,12,16,2,0,2,0,0,0,0,0,12,3,9,14,8,6,6,0,0.11,0,0.11,0,0.19,813,0.77,116,58,271,0,0.33,149,320,18,7
Manuel Gibran Lajud Bojalil,28,756777600,1993/12/25,Liga MX,2021/2022,Goalkeeper,Santos Laguna,720,450,270,Mexico,8,5,3,0,0,0,0,0,0,0,0,2,2,0,8,4,4,1,0,0,0,0,0,0,0,1,90,90,720,0,0.13,352,348,64,22
Manuel Ponce Casas,19,1049846400,2003/04/09,Liga MX,2021/2022,Forward,Mazatlán,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Manuel Viniegra García,34,578016000,1988/04/26,Liga MX,2021/2022,Midfielder,Querétaro,6,0,6,Mexico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,22
Marcel Alejandro Ruiz Suárez,21,972518400,2000/10/26,Liga MX,2021/2022,Midfielder,Tijuana,1644,812,832,Mexico,26,12,14,2,1,1,1,1,0,0,0,5,3,2,25,10,15,4,0,0.16,0.05,0.11,0.11,0.11,822,1.37,66,63,411,1644,0.22,155,185,-1,7
Marcelo Barovero,38,445910400,1984/02/18,Liga MX,2021/2022,Goalkeeper,Atlético San Luis,3060,1440,1620,Argentina,34,16,18,0,0,0,0,0,0,0,0,9,4,5,44,23,21,2,0,0,0,0,0,0,0,1.29,70,90,1530,0,0.06,268,252,108,18
Marco Antonio García Robledo,22,948067200,2000/01/17,Liga MX,2021/2022,Midfielder,Pumas UNAM,738,344,394,Mexico,18,9,9,2,0,2,1,1,0,0,0,8,7,1,11,2,9,0,0,0.37,0.12,0.24,0,0.46,369,1.34,67,41,0,738,0,74,98,-1,10
Marco Jhonfai Fabián De La Mora,32,616982400,1989/07/21,Liga MX,2021/2022,Midfielder,Mazatlán,821,366,455,Mexico,13,6,7,1,1,0,3,1,2,1,0,3,2,1,9,1,8,4,0,0.44,0.33,0.11,0.25,0,821,0.99,91,63,205,274,0.44,139,7,-1,15
Marcos Mauro López Gutiérrez,31,663379200,1991/01/09,Liga MX,2021/2022,Defender,Juárez,619,270,349,Argentina,7,3,4,0,0,0,0,0,0,0,0,0,0,0,13,6,7,1,0,0,0,0,0,0,0,1.89,48,88,619,0,0.15,264,246,151,15
Mario Humberto Osuna Pereznuñez,33,588038400,1988/08/20,Liga MX,2021/2022,Midfielder,América,168,78,90,Mexico,5,4,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,34,168,0,0.54,-1,-1,-1,14
Martín Barragán Negrete,30,679449600,1991/07/14,Liga MX,2021/2022,Forward,Puebla,319,85,234,Mexico,12,6,6,2,1,1,0,0,0,0,0,1,0,1,5,3,2,4,1,0.56,0,0.56,1.06,0.38,160,1.41,64,27,80,0,1.13,5,232,-1,9
Martín Gerardo Lagunes Contreras,21,964224000,2000/07/22,Liga MX,2021/2022,Goalkeeper,Puebla,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Martín Luis Galván Romo,29,729648000,1993/02/14,Liga MX,2021/2022,Forward,Juárez,690,389,301,Mexico,12,8,4,2,2,0,0,0,0,0,0,1,1,0,13,10,3,0,0,0.26,0,0.26,0.46,0,345,1.7,53,58,0,0,0,65,288,-1,4
Matías Ezequiel Catalán,29,714182400,1992/08/19,Liga MX,2021/2022,Defender,Pachuca,724,360,364,Argentina,11,5,6,1,1,0,1,0,1,0,0,3,2,1,12,3,9,2,1,0.25,0.12,0.12,0.25,0,724,1.49,60,66,241,724,0.37,130,97,136,12
Mauricio Isais,21,986774400,2001/04/09,Liga MX,2021/2022,Midfielder,Pachuca,84,0,84,USA,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.07,1.07,0,0,0,0,1.07,84,84,0,84,0,-1,-1,-1,13
Mauricio Miguel Peniche Varney,19,1031270400,2002/09/06,Liga MX,2021/2022,Goalkeeper,Juárez,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mauricio Paul Galván Juárez,22,950659200,2000/02/16,Liga MX,2021/2022,Midfielder,América,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mauricio Reyes,19,1023667200,2002/06/10,Liga MX,2021/2022,Midfielder,América,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mauro Alberto Laínez Leyva,25,831600000,1996/05/09,Liga MX,2021/2022,Midfielder,América,1272,614,658,Mexico,25,11,14,1,1,0,2,1,1,0,0,12,7,5,11,6,5,0,0,0.21,0.14,0.07,0.15,0,1272,0.78,116,51,0,636,0,185,76,-1,12
Mauro Andrés Manotas Páez,26,805766400,1995/07/15,Liga MX,2021/2022,Forward,Tijuana,2041,974,1067,Colombia,30,15,15,5,3,2,2,0,2,0,0,6,4,2,32,13,19,3,0,0.31,0.09,0.22,0.28,0.17,408,1.41,64,68,680,1021,0.13,84,138,-1,1
Mauro Daniel Quiroga,32,628992000,1989/12/07,Liga MX,2021/2022,Forward,Necaxa,581,290,291,Argentina,15,7,8,0,0,0,0,0,0,0,0,4,2,2,5,3,2,1,0,0,0,0,0,0,0,0.77,116,39,581,0,0.15,342,336,-1,26
Mauro Zaleta,20,1017705600,2002/04/02,Liga MX,2021/2022,Midfielder,Cruz Azul,0,0,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Maximiliano Eduardo Meza,29,724377600,1992/12/15,Liga MX,2021/2022,Midfielder,Monterrey,3014,1464,1550,Argentina,37,18,19,7,3,4,8,4,4,1,1,13,10,3,28,9,19,10,0,0.45,0.24,0.21,0.18,0.23,431,0.84,108,81,301,377,0.3,85,24,-1,2
Maximiliano Javier Araújo Vilches,22,950572800,2000/02/15,Liga MX,2021/2022,Midfielder,Puebla,3157,1786,1371,Uruguay,38,21,17,4,4,0,4,3,1,0,0,10,4,6,35,19,16,4,0,0.23,0.11,0.11,0.2,0,789,1,90,83,789,789,0.11,147,110,-1,4
Maximiliano Joaquín Silvera Cabo,24,873417600,1997/09/05,Liga MX,2021/2022,Forward,Juárez,1022,597,425,Uruguay,14,8,6,0,0,0,2,1,1,0,0,2,1,1,17,10,7,2,1,0.18,0.18,0,0,0,0,1.5,60,73,341,511,0.26,261,45,-1,17
Maximiliano Olivera,30,699753600,1992/03/05,Liga MX,2021/2022,Defender,Juárez,2551,1260,1291,Uruguay,29,14,15,1,1,0,3,1,2,0,0,6,3,3,37,20,17,10,2,0.14,0.11,0.04,0.07,0,2551,1.31,69,88,213,850,0.42,229,112,111,8
Maximiliano Perg Schneider,30,684979200,1991/09/16,Liga MX,2021/2022,Defender,Querétaro,2464,1215,1249,Uruguay,30,15,15,1,1,0,0,0,0,0,0,9,6,3,28,12,16,7,1,0.04,0,0.04,0.07,0,2464,1.02,88,82,352,0,0.26,230,387,71,9
Maximiliano Salas,24,880934400,1997/12/01,Liga MX,2021/2022,Forward,Necaxa,865,396,469,Argentina,23,12,11,2,2,0,2,2,0,1,0,7,4,3,6,3,3,3,0,0.42,0.21,0.21,0.45,0,433,0.62,144,38,288,433,0.31,86,31,-1,4
Michael Jhon Ander Rangel Valencia,31,668390400,1991/03/08,Liga MX,2021/2022,Forward,Mazatlán,106,51,55,Colombia,8,4,4,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,0,0,0,0,0,0,0,1.7,53,13,106,0,0.85,-1,-1,-1,18
Michael Steveen Estrada Martínez,26,828835200,1996/04/07,Liga MX,2021/2022,Forward,Toluca,574,325,249,Ecuador,16,7,9,0,0,0,1,1,0,0,0,3,1,2,12,7,5,1,0,0.16,0.16,0,0,0,0,1.88,48,36,574,574,0.16,304,54,-1,28
Michell Adalberto Rodríguez González,21,965865600,2000/08/10,Liga MX,2021/2022,Midfielder,Monterrey,15,0,15,Mexico,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,6,0,0,15,0,0,5,15,0,6,-1,-1,-1,16
Miguel Alejandro Gómez Ortiz,19,1033257600,2002/09/29,Liga MX,2021/2022,Defender,Guadalajara,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Miguel Ángel Barbieri,28,746150400,1993/08/24,Liga MX,2021/2022,Defender,Toluca,588,243,345,Argentina,7,3,4,0,0,0,1,1,0,0,0,2,0,2,9,4,5,2,0,0.15,0.15,0,0,0,0,1.38,65,84,294,588,0.31,301,66,125,30
Miguel Ángel Carreón Medel,17,1085356800,2004/05/24,Liga MX,2021/2022,Midfielder,Pumas UNAM,7,0,7,Mexico,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,18
Miguel Ángel Herrera Equihua,33,607564800,1989/04/03,Liga MX,2021/2022,Defender,Pachuca,728,396,332,Mexico,13,6,7,0,0,0,0,0,0,0,0,3,2,1,8,3,5,3,1,0,0,0,0,0,0,0.99,91,56,182,0,0.49,309,300,61,29
Miguel Angel Lozano Marquez,20,1012435200,2002/01/31,Liga MX,2021/2022,Defender,Mazatlán,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Miguel Ángel Ponce Briseño,33,608342400,1989/04/12,Liga MX,2021/2022,Defender,Guadalajara,1384,690,694,Mexico,26,13,13,2,1,1,0,0,0,0,0,11,4,7,14,8,6,5,1,0.13,0,0.13,0.13,0.13,692,0.91,99,53,231,0,0.39,127,314,41,9
Miguel Ángel Sansores Sánchez,31,672796800,1991/04/28,Liga MX,2021/2022,Forward,Mazatlán,755,328,427,Mexico,26,14,12,4,2,2,0,0,0,1,0,4,4,0,11,1,10,6,0,0.48,0,0.48,0.55,0.42,189,1.31,69,29,126,0,0.72,11,365,-1,3
Miguel Ángel Tapias Dávila,25,852768000,1997/01/09,Liga MX,2021/2022,Midfielder,Pachuca,1901,893,1008,Mexico,23,11,12,0,0,0,0,0,0,0,0,6,4,2,21,7,14,2,0,0,0,0,0,0,0,0.99,91,83,951,0,0.09,310,301,-1,28
Miguel Arturo Layún Prado,33,583200000,1988/06/25,Liga MX,2021/2022,Defender,América,1753,821,932,Mexico,27,15,12,0,0,0,4,2,2,0,0,12,7,5,17,8,9,8,1,0.21,0.21,0,0,0,0,0.87,103,65,195,438,0.46,333,35,37,25
Miguel Jiménez Ponce,32,637372800,1990/03/14,Liga MX,2021/2022,Goalkeeper,Guadalajara,936,630,306,Mexico,11,7,4,0,0,0,0,0,0,0,0,4,2,2,8,8,0,1,0,0,0,0,0,0,0,0.77,117,85,936,0,0.1,285,258,22,15
Miguel Pedroza,19,1047600000,2003/03/14,Liga MX,2021/2022,Midfielder,Necaxa,25,15,10,Mexico,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,14
Miguel René Ortega Rodríguez,27,797731200,1995/04/13,Liga MX,2021/2022,Goalkeeper,Tigres UANL,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Milton Giménez,25,839808000,1996/08/12,Liga MX,2021/2022,Forward,Necaxa,916,429,487,Argentina,15,8,7,5,2,3,1,0,1,0,0,4,2,2,10,6,4,2,0,0.59,0.1,0.49,0.42,0.55,183,0.98,92,61,458,916,0.2,9,120,-1,2
Nahuel Ignacio Guzmán,36,508377600,1986/02/10,Liga MX,2021/2022,Goalkeeper,Tigres UANL,3780,1890,1890,Argentina,42,21,21,0,0,0,0,0,0,0,0,14,9,5,37,15,22,7,1,0,0,0,0,0,0,0.88,102,90,540,0,0.17,367,368,38,15
Neder Kaleth Hernández Medina,21,980467200,2001/01/26,Liga MX,2021/2022,Forward,Monterrey,82,50,32,Mexico,7,5,2,0,0,0,1,1,0,0,0,2,2,0,1,0,1,0,0,1.1,1.1,0,0,0,0,1.1,82,12,0,82,0,-1,-1,-1,26
Néstor Vicente Vidrio Serrano,33,606528000,1989/03/22,Liga MX,2021/2022,Defender,Mazatlán,3079,1512,1567,Mexico,35,17,18,2,1,1,1,0,1,0,0,7,4,3,44,16,28,7,0,0.09,0.03,0.06,0.06,0.06,1540,1.29,70,88,440,3079,0.2,204,209,109,9
Nicolás Alejandro Ibáñez,27,777600000,1994/08/23,Liga MX,2021/2022,Forward,Pachuca,2819,1577,1242,Argentina,36,19,17,16,5,11,2,2,0,3,1,12,8,4,27,12,15,5,0,0.57,0.06,0.51,0.29,0.8,176,0.86,104,78,564,1410,0.16,8,172,-1,1
Nicolás Benedetti Roa,25,861926400,1997/04/25,Liga MX,2021/2022,Midfielder,Mazatlán,1549,773,776,Colombia,26,14,12,2,1,1,2,1,1,0,0,9,7,2,18,4,14,8,0,0.23,0.12,0.12,0.12,0.12,775,1.05,86,60,194,775,0.46,132,101,-1,7
Nicolás Díaz,0,0,1970/01/01,Liga MX,2021/2022,Defender,Mazatlán,2303,1135,1168,Chile,29,14,15,1,0,1,2,2,0,0,0,6,3,3,33,12,21,12,1,0.12,0.08,0.04,0,0.08,2303,1.29,70,79,177,1152,0.51,224,151,110,14
Nicolás Federico López Alonso,28,749433600,1993/10/01,Liga MX,2021/2022,Forward,Tigres UANL,1865,818,1047,Uruguay,32,15,17,11,6,5,3,0,3,3,0,10,6,4,20,7,13,5,1,0.68,0.14,0.53,0.66,0.43,170,0.97,93,58,311,622,0.29,6,78,-1,2
Nicolás Ignacio Castillo Mora,29,729648000,1993/02/14,Liga MX,2021/2022,Forward,Necaxa,56,46,10,Chile,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4.82,19,28,0,0,0,-1,-1,-1,15
Nicolás Omar Freire,28,761529600,1994/02/18,Liga MX,2021/2022,Defender,Pumas UNAM,2858,1354,1504,Argentina,33,16,17,0,0,0,0,0,0,0,0,12,8,4,36,14,22,4,0,0,0,0,0,0,0,1.13,79,87,715,0,0.13,403,400,87,33
Nicolás Sosa Sánchez,26,828748800,1996/04/06,Liga MX,2021/2022,Forward,Querétaro,780,375,405,Uruguay,16,7,9,1,0,1,0,0,0,0,0,5,3,2,7,3,4,1,0,0.12,0,0.12,0,0.22,780,0.81,111,49,780,0,0.12,136,326,-1,12
Nicolás Vikonis Mureau,38,450057600,1984/04/06,Liga MX,2021/2022,Goalkeeper,Mazatlán,3150,1530,1620,Uruguay,35,17,18,0,0,0,0,0,0,0,0,7,4,3,44,16,28,5,0,0,0,0,0,0,0,1.26,72,90,630,0,0.14,378,377,106,31
Octavio Paz Vásquez,26,826416000,1996/03/10,Liga MX,2021/2022,Goalkeeper,Pumas UNAM,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Olaf González Manzano,20,1016582400,2002/03/20,Liga MX,2021/2022,Defender,América,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oliver Enrique Pérez Zamora,20,1020556800,2002/05/05,Liga MX,2021/2022,Midfielder,Pumas UNAM,182,90,92,Mexico,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0.99,91,61,0,0,0,-1,-1,-1,34
Omar Andrés Fernández Frasica,29,729388800,1993/02/11,Liga MX,2021/2022,Midfielder,León,2045,1020,1025,Colombia,32,16,16,0,0,0,2,2,0,0,0,10,4,6,24,14,10,3,1,0.09,0.09,0,0,0,0,1.06,85,64,511,1023,0.18,316,143,-1,27
Omar Antonio Campos Chagoya,19,1027123200,2002/07/20,Liga MX,2021/2022,Midfielder,Santos Laguna,2373,1157,1216,Mexico,29,13,16,1,0,1,4,3,1,0,0,8,5,3,25,10,15,2,0,0.19,0.15,0.04,0,0.07,2373,0.95,95,82,1187,593,0.08,225,65,-1,12
Omar Islas Hernández,26,829353600,1996/04/13,Liga MX,2021/2022,Forward,Pumas UNAM,312,67,245,Mexico,13,5,8,0,0,0,0,0,0,0,0,4,2,2,10,2,8,0,0,0,0,0,0,0,0,2.88,31,24,0,0,0,254,242,-1,16
Omar Israel Mendoza Martín,33,594000000,1988/10/28,Liga MX,2021/2022,Defender,Querétaro,2280,1203,1077,Mexico,29,15,14,0,0,0,0,0,0,0,0,9,6,3,29,13,16,7,0,0,0,0,0,0,0,1.14,79,79,326,0,0.28,331,327,90,32
Orbelín Pineda Alvarado,26,827625600,1996/03/24,Liga MX,2021/2022,Midfielder,Cruz Azul,1092,609,483,Mexico,13,7,6,1,1,0,2,1,1,0,0,4,2,2,14,8,6,0,0,0.25,0.16,0.08,0.15,0,1092,1.15,78,84,0,546,0,180,57,-1,13
Oribe Peralta Morones,38,442713600,1984/01/12,Liga MX,2021/2022,Forward,Guadalajara,88,71,17,Mexico,5,3,2,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,-1,-1,-1,23
Oscar Alfredo Ustari,35,520732800,1986/07/03,Liga MX,2021/2022,Goalkeeper,Pachuca,3240,1620,1620,Argentina,36,18,18,0,0,0,0,0,0,0,0,11,7,4,36,13,23,3,0,0,0,0,0,0,0,1,90,90,1080,0,0.08,270,253,65,22
Oscar Chávez Gómez,22,952128000,2000/03/04,Liga MX,2021/2022,Defender,Toluca,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oscar Eduardo Villa Domínguez,21,982972800,2001/02/24,Liga MX,2021/2022,Defender,León,272,57,215,Mexico,4,1,3,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,0,0,0,0,0,0,0,0.99,91,68,272,0,0.33,256,269,59,14
Oscar Fabián Murillo Murillo,34,577324800,1988/04/18,Liga MX,2021/2022,Defender,Pachuca,1428,604,824,Colombia,20,10,10,0,0,0,1,1,0,0,0,9,6,3,17,3,14,5,2,0.06,0.06,0,0,0,0,1.07,84,71,204,1428,0.44,307,167,76,23
Óscar Francisco Jiménez Fabela,33,592617600,1988/10/12,Liga MX,2021/2022,Goalkeeper,América,270,180,90,Mexico,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,17
Oscar García,18,1057104000,2003/07/02,Liga MX,2021/2022,Goalkeeper,León,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Óscar Haret Ortega Gatica,21,958694400,2000/05/19,Liga MX,2021/2022,Defender,Toluca,2462,1297,1165,Mexico,29,15,14,4,3,1,1,1,0,1,0,5,1,4,36,20,16,10,2,0.18,0.04,0.15,0.21,0.08,616,1.32,68,85,224,2462,0.4,117,200,114,4
Oscar Luis Vanegas Zúñiga,26,831427200,1996/05/07,Liga MX,2021/2022,Defender,Toluca,2039,1026,1013,Colombia,28,14,14,1,1,0,0,0,0,0,0,5,1,4,35,19,16,6,1,0.04,0,0.04,0.09,0,2039,1.54,58,73,340,0,0.26,220,298,140,12
Óscar Uriel Macías Mora,23,899942400,1998/07/09,Liga MX,2021/2022,Midfielder,Juárez,2,0,2,Mexico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,33
Osvaldo David Martínez Arce,36,513302400,1986/04/08,Liga MX,2021/2022,Midfielder,Querétaro,256,96,160,Paraguay,7,3,4,0,0,0,0,0,0,0,0,3,2,1,3,1,2,0,0,0,0,0,0,0,0,1.05,85,37,0,0,0,-1,-1,-1,36
Osvaldo Rodríguez del Portal,25,842313600,1996/09/10,Liga MX,2021/2022,Defender,León,2260,1212,1048,Mexico,29,15,14,1,1,0,3,3,0,0,0,11,5,6,22,14,8,4,1,0.16,0.12,0.04,0.07,0,2260,0.88,103,78,452,753,0.2,223,96,39,9
Oswaldo Alanís Pantoja,33,606182400,1989/03/18,Liga MX,2021/2022,Defender,Mazatlán,949,360,589,Mexico,11,4,7,1,1,0,0,0,0,0,0,2,1,1,12,3,9,1,0,0.09,0,0.09,0.25,0,949,1.14,79,86,949,0,0.09,169,234,91,13
Oswaldo Ríos Hernández,20,996883200,2001/08/04,Liga MX,2021/2022,Midfielder,América,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pablo Alejandro Parra Rubilar,27,774921600,1994/07/23,Liga MX,2021/2022,Midfielder,Puebla,2023,1152,871,Chile,35,18,17,5,3,2,2,1,1,3,0,9,3,6,25,15,10,7,1,0.31,0.09,0.22,0.23,0.21,405,1.11,81,58,289,1012,0.31,80,128,-1,3
Pablo Bennevendo Peña,22,946857600,2000/01/03,Liga MX,2021/2022,Defender,Pumas UNAM,182,90,92,Mexico,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0.99,91,61,0,0,0,-1,-1,-1,19
Pablo César Aguilar Benítez,35,544320000,1987/04/02,Liga MX,2021/2022,Defender,Cruz Azul,2531,1285,1246,Paraguay,32,16,16,1,0,1,1,1,0,0,0,11,4,7,21,12,9,7,0,0.07,0.04,0.04,0,0.07,2531,0.75,121,79,362,2531,0.25,231,191,13,15
Pablo César López Martínez,24,884131200,1998/01/07,Liga MX,2021/2022,Midfielder,Pachuca,70,7,63,Mexico,4,2,2,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1.29,1.29,0,0,0,0,1.29,70,18,0,70,0,-1,-1,-1,26
Pablo Edson Barrera Acosta,34,551232000,1987/06/21,Liga MX,2021/2022,Forward,Querétaro,2634,1239,1395,Mexico,34,17,17,2,1,1,4,2,2,0,0,9,6,3,23,8,15,2,0,0.21,0.14,0.07,0.07,0.06,1317,0.79,115,77,1317,659,0.07,189,83,-1,7
Pablo González Díaz,29,710467200,1992/07/07,Liga MX,2021/2022,Midfielder,Toluca,36,4,32,Mexico,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,20
Pablo Leandro Gómez,24,869011200,1997/07/16,Liga MX,2021/2022,Midfielder,Querétaro,86,40,46,Argentina,4,2,2,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1.05,86,22,0,0,0,-1,-1,-1,30
Paolo Ríos,22,950486400,2000/02/14,Liga MX,2021/2022,Midfielder,América,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Paolo Yrizar Martín del Campo,24,870825600,1997/08/06,Liga MX,2021/2022,Forward,Guadalajara,42,14,28,Mexico,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,18
Paul Nicolás Aguilar Rojas,36,510451200,1986/03/06,Liga MX,2021/2022,Defender,Juárez,417,150,267,Mexico,8,4,4,0,0,0,0,0,0,0,0,3,2,1,5,1,4,1,0,0,0,0,0,0,0,1.08,83,52,417,0,0.22,282,256,78,12
Pavel Uriel Pérez Hernández,23,898819200,1998/06/26,Liga MX,2021/2022,Midfielder,Guadalajara,311,223,88,Mexico,8,6,2,1,1,0,1,1,0,0,0,2,1,1,3,3,0,1,0,0.58,0.29,0.29,0.4,0,311,0.87,104,39,311,311,0.29,55,11,-1,10
Pedro Hernández García,21,972950400,2000/10/31,Liga MX,2021/2022,Defender,León,39,5,34,Mexico,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2.31,39,20,20,0,4.62,-1,-1,-1,21
Pedro Jesús Aquino Sánchez,27,797731200,1995/04/13,Liga MX,2021/2022,Midfielder,América,1618,970,648,Peru,23,14,9,0,0,0,1,0,1,0,0,12,9,3,12,4,8,5,0,0.06,0.06,0,0,0,0,0.67,135,70,324,1618,0.28,334,170,-1,24
Pedro Pedraza Reyna,22,957052800,2000/04/30,Liga MX,2021/2022,Midfielder,Pachuca,3,3,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,30
Pedro Raul Garay da Silva,25,847152000,1996/11/05,Liga MX,2021/2022,Forward,Juárez,584,270,314,Brazil,7,3,4,2,0,2,1,1,0,0,0,1,1,0,8,3,5,2,0,0.46,0.15,0.31,0,0.57,292,1.23,73,83,292,584,0.31,48,69,-1,5
Pol García Tena,27,793065600,1995/02/18,Liga MX,2021/2022,Defender,Juárez,444,229,215,Spain,8,4,4,1,1,0,0,0,0,0,0,2,1,1,12,6,6,0,0,0.2,0,0.2,0.39,0,444,2.43,37,56,0,0,0,89,337,155,11
